eur;name;id;condition;usd;set;isFoil;idLanguage;count
2.2;Ashenmoor Liege;146065;NM;3.8;Shadowmoor;False;1;1
0.24;Ashes to Ashes;2086;NM;0.25;Fourth Edition;False;4;1
5.39;Ashiok, Nightmare Weaver;373500;NM;5.42;Theros;False;1;1
0.57;Ashling the Pilgrim;141822;NM;1.63;Lorwyn;False;1;2
0.24;Ashling's Prerogative;146595;NM;0.25;Lorwyn;False;1;1
0.03;Ashmouth Hound;233255;NM;0.12;Innistrad;True;1;1
9.56;Ashnod's Altar;994;NM;9.31;Antiquities;False;1;1
0.15;Aspect of Hydra;378489;NM;0.13;Born of the Gods;False;1;1
0.15;Aspect of Hydra;378489;NM;0.13;Born of the Gods;False;4;10
0.02;Asphodel Wanderer;373631;NM;0.12;Theros;False;1;15
0.02;Asphodel Wanderer;373631;NM;0.12;Theros;False;4;9
0.03;Assassin's Strike;289216;NM;0.16;Return to Ravnica;False;1;6
0.03;Assassin's Strike;289216;NM;0.16;Return to Ravnica;False;4;2
0.38;Assault Strobe;194119;NM;0.25;Scars of Mirrodin;False;4;3
0.38;Assault Strobe;194119;NM;0.25;Scars of Mirrodin;False;1;9
0.1;Assault Suit;420859;NM;0.2;Commander 2016;False;1;1
0.05;Assault Zeppelid;97107;NM;0.14;Dissension;True;1;1
1.17;Assemble the Legion;366470;NM;1.49;Gatecrash;False;4;2
0.35;Astral Cornucopia;378529;NM;0.37;Born of the Gods;True;1;1
0.35;Astral Cornucopia;378529;NM;0.37;Born of the Gods;False;4;1
;Astral Slide;1000370;NM;;Friday Night Magic;True;1;1
0.23;Astral Slide;41148;NM;0.25;Onslaught;False;4;5
0.23;Astral Slide;41148;NM;0.25;Onslaught;False;1;3
0.26;Atarka, World Render;391796;NM;0.35;Fate Reforged;False;4;1
0.27;Atog;1280;NM;0.18;Revised Edition;False;1;2
0.23;Atog;46106;NM;0.25;Mirrodin;False;4;4
0.33;Atogatog;31834;NM;0.34;Odyssey;False;4;1
0.25;Atraxa, Praetors' Voice;420645;NM;22.25;Commander 2016;True;1;1
0.05;Attended Knight;265723;NM;0.13;Magic 2013;True;1;1
3.75;Attrition;15191;NM;5.57;Urza's Destiny;False;1;1
0.09;Attune with Aether;417718;NM;0.21;Kaladesh;False;4;5
0.42;Attunement;5596;NM;0.61;Urza's Saga;False;1;1
0.04;Atzocan Archer;435331;NM;0.17;Ixalan;False;1;2
0.01;Audacious Infiltrator;423674;NM;0.12;Aether Revolt;False;4;1
0.03;Auger Spree;425976;NM;0.13;Modern Masters 2017 Edition;True;1;1
0.04;Auger Spree;253579;NM;0.12;Return to Ravnica;True;1;1
0.04;Auger Spree;253579;NM;0.12;Return to Ravnica;False;1;13
0.04;Auger Spree;253579;NM;0.12;Return to Ravnica;False;4;3
0.02;Augmenting Automaton;423810;NM;0.12;Aether Revolt;False;4;4
0.12;Augur of Bolas;425855;NM;0.16;Modern Masters 2017 Edition;True;1;5
0.45;Augury Adept;376252;NM;0.34;Commander 2013;False;1;1
0.49;Augury Adept;147407;NM;0.63;Shadowmoor;False;1;2
1.37;Auntie's Hovel;153457;NM;2.25;Lorwyn;False;1;1
0.75;Aura of Silence;4569;NM;1.56;Weatherlight;False;10;1
0.75;Aura of Silence;4569;NM;1.56;Weatherlight;False;1;2
6.02;Aura Shards;23152;NM;10.08;Invasion;True;1;1
6.02;Aura Shards;23152;NM;10.08;Invasion;False;4;2
1.35;Aura Thief;15261;NM;2.84;Urza's Destiny;True;1;1
1.35;Aura Thief;15261;NM;2.84;Urza's Destiny;False;1;1
0.22;Auramancer;29700;NM;0.15;Odyssey;True;1;1
1.2;Aurelia's Fury;366384;NM;0.85;Gatecrash;False;4;3
0.16;Auriok Salvagers;51166;NM;0.2;Fifth Dawn;False;4;1
0.16;Auriok Salvagers;51166;NM;0.2;Fifth Dawn;False;1;5
0.62;Auriok Steelshaper;46081;NM;1.11;Mirrodin;False;4;1
3.87;Austere Command;141817;NM;5.99;Lorwyn;False;4;1
3.87;Austere Command;141817;NM;5.99;Lorwyn;False;1;2
1.27;Authority of the Consuls;417578;NM;2.31;Kaladesh;False;1;2
1.27;Authority of the Consuls;417578;NM;2.31;Kaladesh;True;1;1
;Avacyn's Pilgrim;1000441;NM;;Friday Night Magic;True;4;1
0.14;Avacyn's Pilgrim;243212;NM;0.12;Innistrad;False;1;5
0.14;Avacyn's Pilgrim;243212;NM;0.12;Innistrad;False;4;3
;Avalanche Riders;108835;NM;1.09;"Time Spiral ""Timeshifted""";False;1;4
0.09;Avalanche Tusker;386483;NM;0.25;Khans of Tarkir;False;1;2
0.09;Avalanche Tusker;386483;NM;0.25;Khans of Tarkir;False;4;1
0.05;Avarax;43331;NM;0.2;Onslaught;True;1;1
0.21;Avarice Amulet;383186;NM;0.25;Magic 2015 Core Set;False;4;1
0.97;Avatar of Discord;220539;NM;0.99;Archenemy;False;1;1
;Avatar of Hope;1000066;NM;;Prerelease Events;True;1;1
0.76;Avatar of Slaughter;236497;NM;1.49;Commander;False;1;1
1.36;Avatar of Woe;270448;NM;2.23;Premium Deck Series: Graveborn;True;1;1
2.17;Avatar of Woe;220562;NM;1.99;Archenemy;False;1;1
0.39;Aven Brigadier;40131;NM;0.59;Onslaught;True;4;1
0.07;Aven Fleetwing;220145;NM;0.12;Magic 2012;True;4;1
0.02;Aven Initiate;426745;NM;0.12;Amonkhet;False;1;3
0.02;Aven Initiate;426745;NM;0.12;Amonkhet;False;4;2
0.56;Aven Mindcensor;426707;NM;0.58;Amonkhet;False;4;1
0.03;Aven of Enduring Hope;430694;NM;0.11;Hour of Devastation;False;1;1
0.03;Aven of Enduring Hope;430694;NM;0.11;Hour of Devastation;False;4;1
0.04;Aven Reedstalker;430719;NM;0.11;Hour of Devastation;False;1;1
0.1;Aven Riftwatcher;108899;NM;0.14;Planar Chaos;False;4;1
0.1;Aven Riftwatcher;108899;NM;0.14;Planar Chaos;False;1;2
0.1;Aven Riftwatcher;108899;NM;0.14;Planar Chaos;True;1;1
0.07;Aven Surveyor;391798;NM;0.12;Fate Reforged;True;1;1
0.09;Aven Wind Guide;426897;NM;0.18;Amonkhet;False;4;2
0.09;Aven Wind Guide;426897;NM;0.18;Amonkhet;False;1;1
3.29;Avenger of Zendikar;201570;NM;5.09;Worldwake;False;1;1
0.03;Avenging Arrow;265410;NM;0.12;Return to Ravnica;False;4;1
0.03;Avenging Arrow;265410;NM;0.12;Return to Ravnica;True;1;1
0.03;Avenging Arrow;265410;NM;0.12;Return to Ravnica;False;1;12
0.04;Aviary Mechanic;417579;NM;0.11;Kaladesh;False;4;6
0.24;Awaken the Ancient;370613;NM;0.35;Magic 2014 Core Set;False;4;1
0.03;Awaken the Bear;386484;NM;0.12;Khans of Tarkir;True;4;1
0.02;Awe for the Guilds;369053;NM;0.12;Dragon's Maze;True;1;1
0.11;AWOL;74231;NM;0.29;Unhinged;True;1;1
0.12;Axebane Guardian;253556;NM;0.13;Return to Ravnica;False;4;4
0.12;Axebane Guardian;253556;NM;0.13;Return to Ravnica;True;1;1
0.12;Axebane Guardian;253556;NM;0.13;Return to Ravnica;False;1;13
0.02;Axebane Stag;265383;NM;0.12;Return to Ravnica;True;1;1
0.02;Axebane Stag;265383;NM;0.12;Return to Ravnica;False;1;12
0.02;Axebane Stag;265383;NM;0.12;Return to Ravnica;False;4;6
0.8;Azami, Lady of Scrolls;78697;NM;0.69;Champions of Kamigawa;False;1;1
0.06;Azorius Arrester;270972;NM;0.13;Return to Ravnica;True;4;1
0.06;Azorius Arrester;270972;NM;0.13;Return to Ravnica;False;4;3
0.06;Azorius Arrester;270972;NM;0.13;Return to Ravnica;False;1;10
0.2;Azorius Chancery;247189;NM;0.39;Commander;False;1;1
0.19;Azorius Chancery;376255;NM;0.28;Commander 2013;False;1;1
0.17;Azorius Chancery;397866;NM;0.25;Modern Masters 2015 Edition;True;1;1
0.18;Azorius Chancery;97087;NM;0.24;Dissension;False;4;3
0.18;Azorius Chancery;97087;NM;0.24;Dissension;True;1;1
0.28;Azorius Charm;270962;NM;0.25;Return to Ravnica;False;1;3
0.04;Azorius Guildgate;426055;NM;0.14;Modern Masters 2017 Edition;True;1;2
0.06;Azorius Guildgate;270966;NM;0.13;Return to Ravnica;False;1;7
0.1;Azorius Justiciar;270795;NM;0.18;Return to Ravnica;False;4;2
0.1;Azorius Justiciar;270795;NM;0.18;Return to Ravnica;False;1;2
0.13;Azorius Keyrune;253519;NM;0.14;Return to Ravnica;False;4;1
0.13;Azorius Keyrune;253519;NM;0.14;Return to Ravnica;False;1;6
0.44;Azorius Signet;97085;NM;0.69;Dissension;False;1;1
0.02;Azure Drake;204984;NM;0.13;Magic 2011;True;4;1
23.81;Azusa, Lost but Seeking;80283;NM;43.61;Champions of Kamigawa;False;1;2
0.13;Back from the Brink;249663;NM;0.25;Innistrad;False;1;3
0.13;Back from the Brink;249663;NM;0.25;Innistrad;False;4;1
15.28;Back to Basics;5711;NM;24.99;Urza's Saga;False;1;3
0.76;Bad Moon;201820;NM;0.99;Duel Decks: Garruk vs. Liliana;False;1;1
0.7;Bad Moon;2087;NM;0.93;Fourth Edition;False;1;1
1.08;Bad River;3570;NM;1.49;Mirage;False;4;1
1.08;Bad River;3570;NM;1.49;Mirage;False;1;1
95.03;Badlands;1376;NM;124.56;Revised Edition;False;1;2
0.32;Bala Ged Thief;197402;NM;0.36;Zendikar;False;1;1
1.47;Balance;1329;NM;1.11;Revised Edition;False;1;2
13.64;Balefire Dragon;230774;NM;13.44;Innistrad;False;4;1
13.64;Balefire Dragon;230774;NM;13.44;Innistrad;False;1;1
3.67;Balefire Liege;158104;NM;5.93;Eventide;False;1;2
0.04;Baleful Eidolon;373720;NM;0.12;Theros;False;4;5
0.04;Baleful Eidolon;373720;NM;0.12;Theros;False;1;14
0.04;Baleful Eidolon;373720;NM;0.12;Theros;True;1;1
0.22;Baleful Force;376259;NM;0.25;Commander 2013;False;4;1
2.69;Baleful Strix;413738;NM;2.37;Eternal Masters;False;1;2
;Ball Lightning;234722;NM;1.95;Premium Deck Series: Fire and Lightning;True;1;1
1.36;Ball Lightning;4031;NM;1.99;Fifth Edition;False;6;1
1.42;Ball Lightning;191393;NM;2.12;Magic 2010;False;1;2
1.42;Ball Lightning;191393;NM;2.12;Magic 2010;False;4;1
0.04;Ballista Charger;417769;NM;0.17;Kaladesh;False;4;1
0.04;Ballynock Cohort;142045;NM;0.14;Shadowmoor;True;1;1
0.09;Balustrade Spy;366464;NM;0.13;Gatecrash;False;4;4
0.09;Balustrade Spy;366464;NM;0.13;Gatecrash;True;1;1
0.09;Balustrade Spy;366464;NM;0.13;Gatecrash;False;1;3
0.18;Bane of the Living;420723;NM;0.25;Commander 2016;False;1;1
0.86;Banefire;186613;NM;0.99;Conflux;False;4;1
0.86;Banefire;186613;NM;0.99;Conflux;False;1;5
4.8;Baneslayer Angel;191065;NM;6.72;Magic 2010;False;4;3
4.8;Baneslayer Angel;191065;NM;6.72;Magic 2010;False;1;1
4.91;Baneslayer Angel;205077;NM;6.62;Magic 2011;False;4;2
4.91;Baneslayer Angel;205077;NM;6.62;Magic 2011;False;1;1
0.09;Banewhip Punisher;430748;NM;0.18;Hour of Devastation;False;1;1
;Banisher Priest;1000460;NM;;Friday Night Magic;True;4;2
0.11;Banisher Priest;370624;NM;0.2;Magic 2014 Core Set;False;4;2
0.27;Banishing Light;380375;NM;0.2;Journey into Nyx;False;4;1
0.06;Bant Battlemage;175123;NM;0.2;Shards of Alara;True;1;1
0.33;Bant Charm;137931;NM;0.69;Shards of Alara;False;1;7
0.33;Bant Charm;137931;NM;0.69;Shards of Alara;False;4;4
0.11;Bant Panorama;174842;NM;0.18;Shards of Alara;False;4;5
0.11;Bant Panorama;174842;NM;0.18;Shards of Alara;False;1;6
3.37;Baral, Chief of Compliance;423695;NM;3.96;Aether Revolt;False;4;1
0.59;Barbarian Ring;29906;NM;0.35;Odyssey;False;1;2
0.06;Barbed Lightning;49012;NM;0.13;Darksteel;True;1;1
0.06;Barbed Lightning;49012;NM;0.13;Darksteel;False;4;1
1.33;Baron Sengir;2910;NM;1.59;Homelands;False;4;2
0.11;Barrage Tyrant;401815;NM;0.25;Battle for Zendikar;False;1;1
0.22;Barren Glory;136048;NM;0.35;Future Sight;False;4;1
0.19;Barren Moor;220487;NM;0.2;Archenemy;False;1;2
0.14;Barren Moor;247344;NM;0.2;Commander;False;1;1
0.17;Barren Moor;376264;NM;0.2;Commander 2013;False;1;1
0.18;Barren Moor;41139;NM;0.2;Onslaught;False;4;1
0.18;Barren Moor;41139;NM;0.2;Onslaught;True;1;1
0.18;Barren Moor;41139;NM;0.2;Onslaught;False;1;7
0.24;Barrin's Codex;5735;NM;0.32;Urza's Saga;False;1;1
2.17;Barrin, Master Wizard;9856;NM;4.45;Urza's Saga;False;4;1
17.58;Bartel Runeaxe;1648;NM;5.99;Legends;False;1;1
0.17;Barter in Blood;48591;NM;0.2;Mirrodin;False;1;1
0.26;Baru, Fist of Krosa;136155;NM;0.59;Future Sight;False;1;4
0.68;Basalt Monolith;1096;NM;0.92;Revised Edition;False;1;1
0.85;Basandra, Battle Seraph;236490;NM;0.99;Commander;False;1;1
0.05;Basilica Guards;366347;NM;0.13;Gatecrash;True;1;1
0.08;Basilica Screecher;366321;NM;0.13;Gatecrash;True;1;1
3.47;Basilisk Collar;426041;NM;3.34;Modern Masters 2017 Edition;False;1;1
3.68;Basilisk Collar;198356;NM;4.16;Worldwake;False;1;1
3.68;Basilisk Collar;198356;NM;4.16;Worldwake;False;4;1
;Basking Rootwalla;1000377;NM;;Friday Night Magic;True;1;1
0.22;Basking Rootwalla;35072;NM;0.22;Torment;False;1;4
0.22;Basking Rootwalla;35072;NM;0.22;Torment;False;6;4
0.22;Basking Rootwalla;35072;NM;0.22;Torment;False;4;3
0.22;Basking Rootwalla;35072;NM;0.22;Torment;True;1;1
0.02;Bastion Enforcer;423675;NM;0.09;Aether Revolt;False;4;3
0.02;Bastion Inventor;423697;NM;0.12;Aether Revolt;False;4;1
0.02;Bastion Mastodon;417770;NM;0.1;Kaladesh;False;4;5
0.04;Batterhorn;265399;NM;0.12;Return to Ravnica;True;1;2
0.04;Batterhorn;265399;NM;0.12;Return to Ravnica;False;1;10
0.04;Batterhorn;265399;NM;0.12;Return to Ravnica;False;4;3
0.03;Battering Krasis;368984;NM;0.12;Dragon's Maze;True;1;1
13.01;Batterskull;233055;NM;16.79;New Phyrexia;False;4;1
0.28;Battle of Wits;29942;NM;0.33;Odyssey;False;4;1
0.15;Battle of Wits;288878;NM;0.25;Magic 2013;False;1;2
3.53;Battle Screech;35079;NM;3.23;Judgment;False;4;1
3.53;Battle Screech;35079;NM;3.23;Judgment;True;1;1
1.43;Battlefield Forge;23247;NM;1.65;Apocalypse;False;2;1
1.43;Battlefield Forge;23247;NM;1.65;Apocalypse;False;1;2
1.43;Battlefield Forge;23247;NM;1.65;Apocalypse;False;4;2
1.43;Battlefield Forge;23247;NM;1.65;Apocalypse;True;1;1
0.38;Battlegrace Angel;175394;NM;0.49;Shards of Alara;False;1;2
0.06;Battlewise Hoplite;373612;NM;0.18;Theros;False;1;6
0.06;Battlewise Hoplite;373612;NM;0.18;Theros;False;4;8
0.02;Battlewise Valor;373627;NM;0.12;Theros;False;1;11
0.02;Battlewise Valor;373627;NM;0.12;Theros;False;4;8
0.92;Batwing Brume;157407;NM;0.79;Eventide;False;1;3
141.78;Bayou;1377;NM;199.24;Revised Edition;False;1;3
0.04;Bazaar Krovod;253589;NM;0.17;Return to Ravnica;False;1;8
0.04;Bazaar Krovod;253589;NM;0.17;Return to Ravnica;False;4;2
0.61;Bazaar Trader;198364;NM;0.75;Worldwake;False;4;1
0.61;Bazaar Trader;198364;NM;0.75;Worldwake;False;1;1
0.18;Beacon of Destiny;44496;NM;0.29;Legions;False;1;1
1.33;Beacon of Unrest;220482;NM;2.49;Archenemy;False;1;1
0.12;Bearer of Silence;407577;NM;0.25;Oath of the Gatewatch;False;1;2
0.31;Beast of Burden;12504;NM;0.29;Urza's Legacy;True;1;1
0.24;Beast of Burden;83002;NM;0.35;Ninth Edition;False;1;1
1.14;Beast Within;221533;NM;1.25;New Phyrexia;False;1;4
0.24;Beastcaller Savant;401816;NM;0.25;Battle for Zendikar;False;1;1
0.76;Beastmaster Ascension;197890;NM;1.24;Zendikar;False;1;3
0.76;Beastmaster Ascension;197890;NM;1.24;Zendikar;False;4;1
0.07;Beckon Apparition;366461;NM;0.13;Gatecrash;True;1;2
0.28;Become Immense;386487;NM;0.25;Khans of Tarkir;False;1;1
0.34;Bedlam;5727;NM;0.53;Urza's Saga;False;4;1
0.34;Bedlam;5727;NM;0.53;Urza's Saga;False;1;1
1.12;Bedlam Reveler;414415;NM;0.69;Eldritch Moon;False;1;1
0.54;Beetleback Chief;265145;NM;0.35;Planechase 2012;False;1;1
0.24;Beetleback Chief;389439;NM;0.21;Commander 2014;False;4;1
0.16;Beetleback Chief;413661;NM;0.22;Eternal Masters;True;1;1
0.16;Beetleback Chief;413661;NM;0.22;Eternal Masters;False;1;2
0.04;Beetleform Mage;369000;NM;0.12;Dragon's Maze;True;4;1
1.46;Beguiler of Wills;227080;NM;1.2;Dark Ascension;False;1;1
0.22;Behemoth Sledge;179545;NM;0.25;Alara Reborn;False;1;3
0.06;Belligerent Brontodon;435374;NM;0.17;Ixalan;False;1;1
0.08;Bellowing Aegisaur;435155;NM;0.18;Ixalan;False;1;1
0.12;Bellowing Tanglewurm;209048;NM;0.22;Scars of Mirrodin;True;1;1
0.03;Bellows Lizard;289214;NM;0.12;Return to Ravnica;False;1;12
0.03;Bellows Lizard;289214;NM;0.12;Return to Ravnica;False;4;5
0.02;Benalish Knight;136279;NM;0.15;Tenth Edition;True;4;1
0.25;Bend or Break;23099;NM;0.38;Invasion;False;4;1
0.04;Beneath the Sands;430800;NM;0.12;Hour of Devastation;False;1;2
0.04;Beneath the Sands;430800;NM;0.12;Hour of Devastation;True;1;1
0.02;Benefaction of Rhonas;426858;NM;0.12;Amonkhet;True;1;1
0.02;Benefaction of Rhonas;426858;NM;0.12;Amonkhet;False;4;4
0.2;Benevolent Bodyguard;36118;NM;0.16;Judgment;False;1;6
0.04;Benthic Giant;373583;NM;0.12;Theros;False;1;16
0.04;Benthic Giant;373583;NM;0.12;Theros;False;4;10
0.04;Benthic Giant;373583;NM;0.12;Theros;True;1;1
0.04;Benthic Infiltrator;401818;NM;0.13;Battle for Zendikar;True;1;1
0.35;Bident of Thassa;373544;NM;0.29;Theros;False;1;1
0.35;Bident of Thassa;373544;NM;0.29;Theros;False;4;1
1.16;Big Game Hunter;134739;NM;2.33;Planar Chaos;False;1;4
1.16;Big Game Hunter;134739;NM;2.33;Planar Chaos;False;4;1
0.05;Binding Mummy;426708;NM;0.13;Amonkhet;False;4;3
0.2;Biomass Mutation;366312;NM;0.24;Gatecrash;False;4;1
0.2;Biomass Mutation;366312;NM;0.24;Gatecrash;False;1;1
0.1;Bioshift;366299;NM;0.13;Gatecrash;True;1;1
0.25;Biovisionary;366414;NM;0.35;Gatecrash;False;4;1
0.25;Biovisionary;366414;NM;0.35;Gatecrash;False;1;1
0.27;Birchlore Rangers;39836;NM;0.23;Onslaught;False;1;2
0.27;Birchlore Rangers;39836;NM;0.23;Onslaught;False;4;3
5.54;Birds of Paradise;1236;NM;6.41;Revised Edition;False;1;2
3.76;Birds of Paradise;2201;NM;5.79;Fourth Edition;False;1;1
3.68;Birds of Paradise;3963;NM;6.34;Fifth Edition;False;1;2
5.22;Birds of Paradise;11173;NM;7.25;Seventh Edition;False;4;1
3.91;Birds of Paradise;45439;NM;6.42;Eighth Edition;False;4;1
3.39;Birds of Paradise;191080;NM;5.78;Magic 2010;False;4;3
3.39;Birds of Paradise;191080;NM;5.78;Magic 2010;False;1;1
3.89;Birds of Paradise;207334;NM;5.63;Magic 2011;False;1;1
3.95;Birds of Paradise;221896;NM;5.51;Magic 2012;False;1;2
3.95;Birds of Paradise;221896;NM;5.51;Magic 2012;False;4;3
4.56;Birthing Pod;218006;NM;6.73;New Phyrexia;True;1;1
4.56;Birthing Pod;218006;NM;6.73;New Phyrexia;False;1;3
0.07;Bishop of the Bloodstained;435245;NM;0.18;Ixalan;False;1;1
0.03;Bishop's Soldier;435157;NM;0.12;Ixalan;False;1;3
0.24;Bitter Feud;389441;NM;0.25;Commander 2014;False;4;1
0.03;Bitterblade Warrior;426859;NM;0.12;Amonkhet;False;1;3
0.03;Bitterblade Warrior;426859;NM;0.12;Amonkhet;False;4;6
0.03;Bitterblade Warrior;426859;NM;0.12;Amonkhet;True;1;1
22.11;Bitterblossom;397701;NM;30.23;Modern Masters 2015 Edition;False;1;1
19.91;Bitterblossom;152648;NM;32.03;Morningtide;False;4;1
19.91;Bitterblossom;152648;NM;32.03;Morningtide;False;1;3
0.02;Bitterbow Sharpshooters;430801;NM;0.12;Hour of Devastation;False;1;1
;Black Knight;1000316;NM;;Friday Night Magic;True;1;1
0.12;Black Knight;2088;NM;0.22;Fourth Edition;False;4;1
0.77;Black Vise;1097;NM;0.39;Revised Edition;False;1;1
0.34;Black Vise;2022;NM;0.39;Fourth Edition;False;4;3
14.52;Blackcleave Cliffs;209401;NM;16.91;Scars of Mirrodin;False;4;1
1.2;Blackmail;83471;NM;2.66;Ninth Edition;False;1;1
1.32;Blade of the Bloodchief;193397;NM;1.49;Zendikar;False;1;4
0.08;Blade of the Sixth Pride;130676;NM;0.15;Future Sight;True;1;1
1.24;Blade Splicer;425828;NM;1.15;Modern Masters 2017 Edition;False;1;1
1.39;Blade Splicer;233068;NM;1.41;New Phyrexia;False;4;1
0.02;Bladetusk Boar;180350;NM;0.12;Zendikar;True;1;1
0.66;Bladewing the Risen;247401;NM;1.29;Commander;False;1;1
0.99;Bladewing the Risen;42024;NM;1.29;Scourge;False;4;2
0.99;Bladewing the Risen;42024;NM;1.29;Scourge;False;2;1
0.23;Blanchwood Armor;83004;NM;0.25;Ninth Edition;False;4;1
2.02;Blasphemous Act;389443;NM;2.95;Commander 2014;False;4;1
1.74;Blasphemous Act;222206;NM;2.56;Innistrad;True;1;1
1.74;Blasphemous Act;222206;NM;2.56;Innistrad;False;1;1
0.1;Blastoderm;21363;NM;0.16;Nemesis;True;1;1
0.76;Blatant Thievery;41156;NM;1.49;Onslaught;False;7;1
0.48;Blazing Archon;83754;NM;1.29;Ravnica: City of Guilds;False;1;1
0.76;Blazing Shoal;74441;NM;0.99;Betrayers of Kamigawa;False;4;1
0.48;Blazing Specter;23192;NM;0.39;Invasion;False;4;2
0.48;Blazing Specter;23192;NM;0.39;Invasion;False;1;2
0.04;Blazing Torch;221284;NM;0.12;Innistrad;True;1;1
0.06;Blazing Volley;426821;NM;0.13;Amonkhet;False;1;4
0.06;Blazing Volley;426821;NM;0.13;Amonkhet;False;4;2
0.97;Blessed Alliance;414302;NM;0.59;Eldritch Moon;False;4;2
;Blessed Reincarnation;1002583;NM;;Prerelease Events: Dragons of Tarkir;True;4;1
0.22;Blessed Reversal;12366;NM;0.31;Urza's Legacy;True;1;1
0.03;Blight Keeper;435246;NM;0.12;Ixalan;False;1;3
0.35;Blight Mamba;194158;NM;0.35;Scars of Mirrodin;False;1;5
0.35;Blight Mamba;194158;NM;0.35;Scars of Mirrodin;False;4;3
0.57;Blighted Agent;214383;NM;0.39;New Phyrexia;False;4;4
0.57;Blighted Agent;214383;NM;0.39;New Phyrexia;False;1;5
0.04;Blighted Bat;426782;NM;0.12;Amonkhet;False;4;4
0.04;Blighted Bat;426782;NM;0.12;Amonkhet;False;1;2
;Blightning;1000497;NM;;Magic Player Rewards;False;1;1
0.37;Blightning;174917;NM;0.39;Shards of Alara;False;1;3
0.37;Blightning;174917;NM;0.39;Shards of Alara;True;1;1
0.37;Blightning;174917;NM;0.39;Shards of Alara;False;4;3
17.77;Blightsteel Colossus;221563;NM;23.9;Mirrodin Besieged;False;1;2
0.02;Blind Creeper;50212;NM;0.13;Fifth Dawn;True;1;1
0.12;Blind Hunter;97227;NM;0.13;Guildpact;True;4;1
0.08;Blind Zealot;217999;NM;0.13;New Phyrexia;True;1;1
0.04;Blinding Beam;48099;NM;0.12;Mirrodin;True;4;1
0.04;Blinding Fog;435332;NM;0.12;Ixalan;False;1;3
0.06;Blinding Mage;190195;NM;0.13;Magic 2010;True;1;1
0.06;Blinding Mage;190195;NM;0.13;Magic 2010;True;4;1
4.06;Blinkmoth Nexus;39439;NM;5.58;Darksteel;False;4;1
4.06;Blinkmoth Nexus;39439;NM;5.58;Darksteel;False;1;4
0.24;Blistercoil Weird;289222;NM;0.19;Return to Ravnica;False;4;3
0.24;Blistercoil Weird;289222;NM;0.19;Return to Ravnica;False;1;5
0.02;Blisterstick Shaman;213793;NM;0.12;Mirrodin Besieged;True;1;1
0.16;Blitz Hellion;179406;NM;0.31;Alara Reborn;False;1;2
0.16;Blitz Hellion;179406;NM;0.31;Alara Reborn;False;4;5
1.18;Blood Artist;240178;NM;1.18;Avacyn Restored;False;1;7
1.24;Blood Baron of Vizkopa;368954;NM;0.75;Dragon's Maze;False;4;1
7.06;Blood Crypt;253683;NM;8.89;Return to Ravnica;False;4;1
19.99;Blood Moon;425915;NM;18.59;Modern Masters 2017 Edition;False;1;1
19.99;Blood Moon;425915;NM;18.59;Modern Masters 2017 Edition;True;1;1
17.28;Blood Moon;83008;NM;21.08;Ninth Edition;False;1;2
0.02;Blood Ogre;220227;NM;0.12;Magic 2012;True;1;1
0.38;Blood Scrivener;369030;NM;0.32;Dragon's Maze;False;1;1
0.13;Blood Seeker;180362;NM;0.14;Zendikar;True;1;1
0.07;Blood Tithe;205054;NM;0.14;Magic 2011;True;1;1
0.36;Blood Tribute;170995;NM;0.35;Zendikar;False;1;3
0.22;Blood Tyrant;180267;NM;0.35;Conflux;False;4;1
0.22;Blood Tyrant;180267;NM;0.35;Conflux;True;1;1
0.22;Blood Tyrant;180267;NM;0.35;Conflux;False;1;2
0.11;Blood-Chin Rager;394511;NM;0.21;Dragons of Tarkir;False;4;1
0.03;Blood-Toll Harpy;373638;NM;0.12;Theros;True;1;1
0.03;Blood-Toll Harpy;373638;NM;0.12;Theros;False;1;14
0.03;Blood-Toll Harpy;373638;NM;0.12;Theros;False;4;5
0.27;Bloodbond March;89000;NM;0.35;Ravnica: City of Guilds;False;1;1
;Bloodbraid Elf;1000413;NM;;Friday Night Magic;True;1;1
0.89;Bloodbraid Elf;413739;NM;2.49;Eternal Masters;False;1;1
0.89;Bloodbraid Elf;185053;NM;2.49;Alara Reborn;False;1;4
0.89;Bloodbraid Elf;185053;NM;2.49;Alara Reborn;False;4;1
3.74;Bloodchief Ascension;197892;NM;6.91;Zendikar;False;1;8
3.74;Bloodchief Ascension;197892;NM;6.91;Zendikar;False;4;3
0.08;Bloodfell Caves;386491;NM;0.14;Khans of Tarkir;False;1;1
0.08;Bloodfell Caves;386491;NM;0.14;Khans of Tarkir;True;1;1
0.02;Bloodfire Expert;386492;NM;0.12;Khans of Tarkir;True;1;1
0.02;Bloodfire Mentor;386493;NM;0.12;Khans of Tarkir;True;4;1
0.07;Bloodfray Giant;270785;NM;0.16;Return to Ravnica;False;1;7
0.07;Bloodfray Giant;270785;NM;0.16;Return to Ravnica;False;4;2
9.04;Bloodghast;192230;NM;10.99;Zendikar;False;1;4
0.61;Bloodgift Demon;226885;NM;0.71;Innistrad;False;1;3
0.45;Bloodhall Ooze;159610;NM;0.39;Conflux;False;1;3
8.43;Bloodline Keeper;227061;NM;10.99;Innistrad;False;1;4
;Bloodlord of Vaasgoth;1000105;NM;;Prerelease Events;True;4;6
0.87;Bloodlord of Vaasgoth;220306;NM;0.99;Magic 2012;False;1;1
